id,name,source,prescription_required,retail_price,discounted_price,manufacturer,quantity,packaging_form,salts
source_1-65119,DOLOCIDE MR 250MG TABLET,source_1,True,128.0,112.6,kee pharma ltd,10,Strip | Tablet,CHLORZOXAZONE-250MG + DICLOFENAC-50MG + PARACETAMOL-325MG
source_6-75792,Dolocide Mr Strip Of 10 Tablets,source_6,True,98.44,86.63,kee pharma,10 Tablet(s) in Strip,STRIP,Chlorzoxazone(200.0 Mg) + Diclofenac(50.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_2-39616,Dolocide MR Tablet,source_2,True,97.0,79.54,kee pharma,,,"Chlorzoxazone 250mg,Diclofenac 50mg,Paracetamol/Ac"
source_2-39617,Dolocide Plus 1.16% Gel,source_2,True,66.0,54.12,kee pharma,,,Diclofenac 1.16%
source_6-75793,Dolocide Plus Gel 30gm,source_6,False,66.0,58.08,kee pharma,30g Gel in Tube,TUBE,Diclofenac(1.0 %) + Linseed Oil(3.0 %) + Menthol(5.0 %) + Methyl Salicylate(10.0 %)
source_2-39618,Dolocide Plus Tablet,source_2,True,18.86,15.47,kee pharma,,,"Chlorzoxazone 250mg,Diclofenac 50mg,Paracetamol/Ac"
source_2-39619,Dolocip 20mg Tablet DT,source_2,True,30.0,24.6,cipla ltd,,,Piroxicam 20mg
source_6-75794,Dolocip Dt 20mg Tablet,source_6,True,34.5,30.36,cipla ltd,10 Tablet(s) in Strip,STRIP,Piroxicam(20.0 Mg)
source_6-75795,Doloco Gel 30gm,source_6,False,90.0,90.0,aero chem neutron pvt ltd,30g Gel in Tube,TUBE,Diclofenac(1.16 %) + Menthol(5.0 %) + Methyl Salicylate(10.0 %) + Linseed Oil(3.0 %)
source_6-75796,Doloco Tablets,source_6,True,49.0,43.12,veritaz healthcare ltd,10 Tablet(s) in Strip,STRIP,Chlorzoxazone + Diclofenac Sodium + Paracetamol
source_1-65120,Dolocold Adult Nasal Spray,source_1,False,57.0,50.2,micro labs ltd,1,Bottle | Nasal Spray,XYLOMETAZOLINE-200MG
source_2-39620,Dolocold DS Oral Suspension,source_2,True,51.75,42.44,micro labs ltd,,,"Chlorpheniramine Maleate 2mg,Paracetamol/Acetamino"
source_1-65121,Dolocold DS Suspension 60 ml,source_1,True,73.0,64.2,micro labs ltd,60,Bottle | Suspension,CHLORPHENIRAMINE-2MG + PARACETAMOL-250MG + PHENYLEPHRINE-5MG
source_6-75797,Dolocold Ds Syrup 60ml,source_6,True,61.45,52.23,micro labs,60ml Syrup in Bottle,BOTTLE,Chlorpheniramine Maleate(2.0 Mg) + Phenylephrine(5.0 Mg) + Paracetamol / Acetaminophen(250.0 Mg)
source_2-39621,Dolocold Junior Nasal Drops,source_2,True,34.53,28.31,micro labs ltd,,,Xylometazoline 0.05% w/v
source_1-65122,Dolocold Junior Nasal Drops 10 ml,source_1,False,36.68,32.2784,micro labs ltd,10,Bottle | Nasal Drops,XYLOMETAZOLINE-0.05%W/V
source_2-39622,Dolocold Syrup,source_2,True,38.0,31.16,micro labs ltd,,,"Chlorpheniramine Maleate 1mg,Paracetamol/Acetamino"
source_1-65124,Dolocold Syrup 60 ml,source_1,True,58.0,51.1,micro labs ltd,60,Bottle | Syrup,CAFFEINE-30MG + CHLORPHENIRAMINE-2MG + PARACETAMOL-325MG + PHENYLEPHRINE-10MG
source_1-65125,Dolocold Tablet 10's,source_1,True,38.0,33.4,micro labs ltd,10,Strip | Tablet,CAFFEINE-30MG + CHLORPHENIRAMINE MALEATE-2MG + PARACETAMOL-500MG + PHENYLEPHRINE HYDROCHLORIDE-10MG
source_7-90395,Dolocrat 100 mg/500 mg Tablet,source_7,True,33.0,32.0,syncom formulations india ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (500mg)
source_2-39624,Dolocrat Plus Tablet,source_2,True,53.0,43.46,syncom formulations india ltd,,,"Aceclofenac 100mg,Paracetamol/Acetaminophen 500mg,"
source_6-75798,Dolocrat Tablets,source_6,True,36.0,36.0,cratus life care pvt ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Paracetamol / Acetaminophen(500.0 Mg)
source_7-90397,Dolocure-DT Tablet,source_7,True,150.0,145.0,v m s pharma,15.0 tablet dt in 1 strip,,Piroxicam (20mg)
source_1-65126,Dolocute Gel 30 gm,source_1,False,90.0,90.0,biocute life care,30,Tube | Gel,DICLOFENAC-1%W/W + LINSEED-3%W/W + MENTHOL-1%W/W + SALICYLIC ACID-10%W/W
source_7-90398,Dolodart 120mg/5ml Suspension,source_7,False,,39.65,juggat pharma,60.0 ml in 1 bottle,,Paracetamol (120mg/5ml)
source_1-65127,Dolodart 120 Suspension 60 ml,source_1,False,40.0,35.2,juggat pharma ltd,60,Bottle | Suspension,PARACETAMOL-120MG
source_2-39626,Dolodart DS 250mg/5ml Suspension,source_2,True,37.2,30.5,juggat pharma,,,Paracetamol/Acetaminophen 250mg/5ml
source_6-75799,Dolodart Ds Suspension 60ml,source_6,False,44.35,44.35,juggat pharma,60ml Suspension in Bottle,BOTTLE,Paracetamol / Acetaminophen(250.0 Mg/5ml)
source_1-65128,Dolodart DS Suspension 60 ml,source_1,False,45.0,39.6,juggat pharma ltd,60,Bottle | Suspension,PARACETAMOL-250MG
source_6-75800,Dolodart Suspension 60ml,source_6,False,36.29,36.29,juggat pharma,60ml Suspension in Bottle,BOTTLE,Paracetamol / Acetaminophen(120.0 Mg/5ml)
source_2-39627,Dolodase Injection,source_2,True,21.5,17.63,lancer health care pvt ltd,,,Diclofenac NA
source_2-39628,Dolodase P 50 mg/10 mg Tablet,source_2,True,58.0,47.56,lancer health care pvt ltd,,,"Diclofenac 50mg,Serratiopeptidase 10mg"
source_7-90402,Dolodase Tablet,source_7,True,44.0,42.7,lancer health care pvt ltd,10.0 tablets in 1 strip,,Diclofenac (NA)
source_2-39630,Dolodik 100 mg/500 mg Tablet,source_2,True,26.43,21.67,udik pharmaceuticals pvt ltd,,,"Aceclofenac 100mg,Paracetamol/Acetaminophen 500mg"
source_2-39631,Dolodik S 100 mg/500 mg/15 mg Tablet,source_2,True,50.37,41.3,udik pharmaceuticals pvt ltd,,,"Aceclofenac 100mg,Paracetamol/Acetaminophen 500mg,"
source_6-75801,Dolodil Injection 2ml,source_6,True,,,madhav labs,2ml Injection,INJECTION,Piroxicam(20.0 Mg)
source_2-39632,Dolodol 100mg Injection,source_2,True,23.0,18.86,ethix healthcare,,,Tramadol 100mg
source_2-39633,Dolodol 50mg Capsule,source_2,True,38.5,31.57,micro labs ltd,,,Tramadol 50mg
source_6-75802,Dolodol Injection,source_6,True,,,ethix healthcare,2ml Injection,INJECTION,Tramadol
source_6-75803,Dolodol (Micro Lab) 50 Mg Capsule 10,source_6,True,49.12,43.23,micro labs,10 Capsule(s) in Strip,STRIP,Tramadol(50.0 Mg)
source_2-39634,Dolodol P Tablet,source_2,True,9.87,8.09,micro labs ltd,,,"Paracetamol/Acetaminophen 325mg,Tramadol 37.5mg"
source_6-75804,Dolodol P Tablet 10,source_6,True,313.47,275.85,,15 Tablet(s) in Strip,STRIP,Paracetamol + Tramadol
source_2-39635,Dolodor 20mg Tablet,source_2,True,60.0,49.2,ardor drugs pvt ltd,,,Piroxicam 20mg
source_6-75805,Doloend Mr Strip Of 10 Tablets,source_6,True,142.0,124.96,denzai innovations & therapeutics pvt ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Thiocolchicoside(4.0 Mg)
source_1-65132,Doloend-Mr Tablet,source_1,True,119.0,104.72,denzai innovation & therapeutics pvt ltd,10,Strip | Tablet,ACECLOFENAC-100MG + THIOCOLCHICOSIDE-4MG
source_7-90407,Doloend-MR Tablet,source_7,True,119.0,115.0,denzai innovations & therapeutics pvt ltd,10.0 tablets in 1 strip,,Aceclofenac (NA) + Thiocolchicoside (NA)
source_6-75806,Doloend P Strip Of 10 Tablets,source_6,True,27.7,24.38,denzai innovations & therapeutics pvt ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_7-90408,Doloend-P Tablet,source_7,True,27.7,26.9,denzai innovations & therapeutics pvt ltd,10.0 tablets in 1 strip,,Aceclofenac (NA) + Paracetamol (NA)
source_6-75807,Doloend Sp Strip Of 10 Tablets,source_6,True,89.5,78.76,denzai innovations & therapeutics pvt ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Serratiopeptidase(15.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_7-90409,Doloend-SP Tablet,source_7,True,92.0,89.2,denzai innovations & therapeutics pvt ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Serratiopeptidase (15mg)
source_1-65134,Doloend-Sp Tablet 10's,source_1,True,89.5,78.8,denzai innovations & therapeutics,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG + SERRATIOPEPTIDASE-15MG
source_7-90410,Dolofab-SP Tablet,source_7,True,82.0,79.5,smartway wellness,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Serratiopeptidase (15mg)
source_7-90411,Dolofab Tablet,source_7,True,46.0,44.6,smartway wellness,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg)
source_7-90412,Dolofan 20mg Injection,source_7,True,19.98,19.4,acto pharma pvt ltd,2.0 ml in 1 vial,,Piroxicam (20mg)
source_6-75808,Dolofan Injection,source_6,True,19.0,16.72,united biotech pvt ltd,2ml Injection,INJECTION,Piroxicam
source_7-90413,Dolofen A Tablet,source_7,True,,,oyster labs ltd,,,Ibuprofen (400mg) + Paracetamol (325mg) + Magnesium Trisilicate (100mg)
source_7-90414,Dolofen Suspension,source_7,True,12.8,12.4,oyster labs ltd,50.0 ml in 1 bottle,,Ibuprofen (100mg) + Paracetamol (162.5mg)
source_6-75809,Dolofenac Tablets,source_6,True,21.0,18.48,parenteral drugs india ltd,10 Tablet(s) in Strip,STRIP,Diclofenac Sodium + Paracetamol
source_2-39640,Dolofin Injection,source_2,True,4.3,3.53,lancer health care pvt ltd,,,Ibuprofen NA
source_1-65136,Dolofin MR 250mg/50mg/500mg Tablet,source_1,True,59.85,52.668,lancer health care pvt ltd,10,Strip | Tablet,CHLORZOXAZONE-250MG + DICLOFENAC-50MG + PARACETAMOL-500MG
source_1-65137,Dolofin Plus 50 mg/500 mg Tablet,source_1,True,14.25,12.54,lancer health care pvt ltd,10,Strip | Tablet,DICLOFENAC-50MG + PARACETAMOL-500MG
source_2-39641,Dolofirst 325 mg/37.5 mg Tablet,source_2,True,53.2,43.62,entod pharmaceuticals ltd,,,"Paracetamol/Acetaminophen 325mg,Tramadol 37.5mg"
source_7-90418,Dolofirst 37.5mg/325mg Tablet,source_7,True,,,entod pharmaceuticals ltd,,,Tramadol (37.5mg) + Paracetamol (325mg)
source_7-90419,Dolofirst 650mg Tablet,source_7,False,24.0,23.3,entod pharmaceuticals ltd,15.0 tablets in 1 strip,,Paracetamol (650mg)
source_1-65138,Dolofirst 650 mg Tablet 15's,source_1,False,30.5,26.84,entod pharmaceuticals ltd,15,Strip | Tablet,PARACETAMOL-650MG
source_6-75810,Dolofirst Tablet,source_6,True,53.2,46.82,entod pharmaceuticals pvt ltd,10 Tablet(s) in Strip,STRIP,Tramadol(37.5 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_1-65139,Doloflam Gel 30 gm,source_1,True,70.0,61.6,mudransh pharma,30,Tube | Gel,DICLOFENAC SODIUM-1% + LINSEED OIL-3% + MENTHOL-5% + METHYL SALICYLATE-10%
source_6-75811,Doloflam Mr 100mg Tablets,source_6,True,80.0,70.4,vilco laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,Nimesulide + Tizanidine
source_7-90420,Doloflam Plus 100 mg/500 mg Tablet,source_7,True,,,vilco laboratories pvt ltd,,,Nimesulide (100mg) + Paracetamol (500mg)
source_6-75812,Doloflam Plus 100mg Tablets,source_6,True,2.0,1.76,vilco laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,Nimesulide + Paracetamol
source_7-90421,Doloflam Tablet,source_7,True,9.3,9.0,vilco laboratories pvt ltd,10.0 tablets in 1 strip,,Nimesulide (NA)
source_6-75813,Doloflam Tablets,source_6,True,17.0,14.96,vilco laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,Diclofenac + Paracetamol
source_7-90422,Doloflex 100mg/500mg/250mg Tablet MR,source_7,True,80.0,77.6,nova indus pharmaceuticals,10.0 tablet mr in 1 strip,,Aceclofenac (100mg) + Paracetamol (500mg) + Chlorzoxazone (250mg)
source_1-65140,Doloflex Gel 30 gm,source_1,True,85.0,74.8,nova indus pharmaceuticals,30,Tube | Gel,DICLOFENAC DIETHYLAMINE-1.16%W/W + LINSEED OIL-3%W/W + MENTHOL-5%W/W + METHYL SALICYLATE-10%W/W
source_6-75814,Doloflex Mr Strip Of 10 Tablets,source_6,True,80.0,70.4,nova indus pharmaceuticals,10 Tablet(s) in Strip,STRIP,Chlorzoxazone(250.0 Mg) + Aceclofenac(100.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_7-90423,Doloflex-MR Tablet,source_7,True,80.0,69.84,nova indus pharmaceuticals,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Chlorzoxazone (250mg)
source_1-65141,Doloflex-MR Tablet 10's,source_1,True,80.0,70.4,nova indus pharmaceuticals,10,Strip | Tablet,ACECLOFENAC-100MG + CHLORZOXAZONE-250MG + PARACETAMOL-325MG
source_7-90424,Doloflex Oral Suspension,source_7,True,37.0,35.9,stride healthcare,60.0 ml in 1 bottle,,Ibuprofen (100mg) + Paracetamol (125mg)
source_7-90425,Doloflex-P Oral Suspension,source_7,True,58.0,50.58,nova indus pharmaceuticals,60.0 ml in 1 bottle,,Aceclofenac (50mg) + Paracetamol (125mg)
source_6-75815,Doloflex P Strip Of 10 Tablets,source_6,True,11.0,11.0,nova indus pharmaceuticals,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_7-90426,Doloflex-P Tablet,source_7,True,42.0,40.7,nova indus pharmaceuticals,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg)
source_7-90427,Doloflex Plus Tablet,source_7,True,43.0,41.7,stride healthcare,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg)
source_2-39647,Doloflex-SP Tablet,source_2,True,85.0,69.7,nova indus pharmaceuticals,,,"Aceclofenac 100mg,Paracetamol/Acetaminophen 325mg,"
source_1-65143,Doloflex-SP Tablet 10's,source_1,True,98.0,86.24,nova indus pharmaceuticals,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG + SERRATIOPEPTIDASE-15MG
source_7-90429,Doloflex T 100mg/4mg Tablet,source_7,True,165.0,160.0,stride healthcare,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Thiocolchicoside (4mg)
source_6-75816,Doloflex Tube Of 30gm Gel,source_6,False,72.0,72.0,nova indus pharmaceuticals,30g Gel in Tube,TUBE,Diclofenac(1.16 %W/W) + Linseed Oil(3.0 %W/W) + Menthol(5.0 %W/W) + Methyl Salicylate(10.0 %W/W)
source_2-39648,Doloflex-TZ Tablet,source_2,True,82.0,67.24,nova indus pharmaceuticals,,,"Aceclofenac 100mg,Paracetamol/Acetaminophen 325mg,"
source_7-90431,Doloforce 40mg Injection,source_7,True,38.96,34.29,mankind pharma ltd,2.0 ml in 1 vial,,Piroxicam (40mg)
source_6-75817,Doloforce Ampoule Of 2ml Injection,source_6,True,34.45,34.45,mankind pharmaceuticals ltd,2ml Injection in Ampoule,AMPOULE,Piroxicam(20.0 Mg)
source_6-75818,Doloforce Dt 10mg Strip Of 10 Tablets,source_6,True,77.05,67.8,mankind pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Piroxicam(10.0 Mg)
source_3-2154,DOLOFORCE DT 10MG TAB 1X10,source_3,True,83.54,71.01,mankind pharma ltd,10,Strip TABLET,PIROXICAM 20 MG
source_6-75819,Doloforce Dt 20mg Strip Of 10 Tablets,source_6,True,83.54,77.69,mankind pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Piroxicam(20.0 Mg)
source_7-90432,Doloforce -DT Tablet,source_7,True,83.54,67.5,mankind pharma ltd,10.0 tablet dt in 1 strip,,Piroxicam (20mg)
source_1-65144,Doloforce - DT Tablet 10's,source_1,True,83.5,73.5,mankind pharma pvt ltd,10,Strip | Tablet,PIROXICAM-20MG
source_1-65145,Doloforce Injection 4 x 2 ml,source_1,True,141.5,124.5,mankind pharma pvt ltd,4 x 2,Box | Injection,PIROXICAM-40MG
source_6-75820,Doloforce Plus Injection,source_6,True,32.2,32.2,mankind pharmaceuticals ltd,1ml Injection,INJECTION,Piroxicam(20.0 Mg)
source_2-39651,Doloforce Plus Tablet,source_2,True,35.0,28.7,mankind pharma ltd,,,"Paracetamol/Acetaminophen 325mg,Piroxicam 20mg"
source_1-65146,DOLOFORCE PLUS TABLET,source_1,True,42.3,37.224,windlas biotech pvt ltd,10,Strip | Tablet,PARACETAMOL-325MG + PIROXICAM-20MG
source_7-90433,Dolofort 100mg Injection,source_7,True,,,hetero drugs ltd,,,Tramadol (100mg)
source_7-90434,Dolofort 50mg Injection,source_7,True,,,hetero drugs ltd,,,Tramadol (50mg)
source_1-65147,Doloforte Tablet 10's,source_1,False,41.0,36.08,micro labs ltd,10,Strip | Tablet,PARACETAMOL-500MG
source_7-90435,Dolofresh 100mg/325mg Tablet,source_7,True,44.0,43.5,smart laboratories pvt ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg)
source_6-75822,Dolofresh Alu Strip Of 10 Tablets,source_6,True,50.0,42.5,smart laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_7-90436,Dolofresh MR 100mg/325mg/250mg Tablet,source_7,True,85.0,82.4,smart laboratories pvt ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Chlorzoxazone (250mg)
source_6-75823,Dolofresh Mr Strip Of 10 Tablets,source_6,True,85.0,72.25,smart laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,Chlorzoxazone(250.0 Mg) + Aceclofenac(100.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_7-90437,Dolofresh Oral Suspension,source_7,True,40.0,38.8,smart laboratories pvt ltd,60.0 ml in 1 bottle,,Aceclofenac (50mg) + Paracetamol (125mg)
source_6-75824,Dolofresh Sp 100/500/15 Mg Tablet 10,source_6,True,70.0,70.0,smart laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,
source_7-90438,Dolofresh SP 100mg/325mg/15mg Tablet,source_7,True,85.0,82.4,smart laboratories pvt ltd,10.0 tablets in 1 strip,,Aceclofenac (100mg) + Paracetamol (325mg) + Serratiopeptidase (15mg)
source_6-75825,Dolofresh Sp Strip Of 10 Tablets,source_6,True,88.0,74.8,smart laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Serratiopeptidase(15.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_6-75826,Dolofresh Strip Of 10 Tablets,source_6,True,48.0,40.8,smart laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,Aceclofenac(100.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_1-65148,Dolofresh Tablet 10's,source_1,True,44.0,38.72,smart laboratories pvt ltd,10,Strip | Tablet,ACECLOFENAC-100MG + PARACETAMOL-325MG
source_6-75827,Dologaba 300mg Strip Of 10 Tablets,source_6,True,181.0,181.0,arwana pharmaceuticals,10 Tablet(s) in Strip,STRIP,Gabapentin(300.0 Mg)
source_2-39654,Dologaba 300mg Tablet,source_2,True,114.0,93.48,arwana pharmaceuticals,,,Gabapentin 300mg
source_7-90440,Dologel,source_7,False,109.0,89.1,dr. reddy's laboratories ltd,15.0 gm in 1 bottle,,Choline Salicylate (8.7% w/w) + Lidocaine (2% w/w)
source_1-65150,Dologel 15 gm,source_1,False,109.0,95.9,dr. reddy's laboratories ltd,15,Tube | Mouth Gel,BENZALKONIUM CHLORIDE-0.01%W/W + CHOLINE SALICYLATE-8.7%W/W + LIGNOCAINE HYDROCHLORIDE-2%W/W
source_2-39655,Dologel-CT Gel,source_2,False,103.0,84.46,dr. reddys,,,"Choline Salicylate 8.7% w/w, Lidocaine 2% w/w"
source_6-75828,Dologel Ct Gel 10gm,source_6,False,103.0,90.64,dr. reddy's laboratories ltd,10g Mouth Gel in Tube,TUBE,Choline Salicylate(8.7 %) + Lidocaine / Lignocaine(2.0 %)
source_1-65151,Dologel CT Gel 10 gm,source_1,False,103.0,90.6,dr. reddy's laboratories ltd,10,Tube | Mouth Gel,BENZALKONIUM CHLORIDE-0.01%W/W + CHOLINE SALICYLATE-8.7% W/W + LIGNOCAINE HYDROCHLORIDE-2%W/W
source_3-2155,DOLOGEL CT TUBE 10GM,source_3,True,103.0,87.55,dr. reddy's laboratories ltd,10,Tube GEL,BENZALKONIUM CHLORIDE 0.01 %W/W + CHOLINE SALICYLATE 8.7 %W/W + LIGNOCAINE 2 %W/W
source_6-75829,Dologel Gel 15gm,source_6,False,109.0,95.92,dr. reddy's laboratories ltd,15g Mouth Gel in Tube,TUBE,Choline Salicylate(8.7 %) + Lidocaine / Lignocaine(2.0 %)
source_2-39656,Dologel Liquid Gel,source_2,False,109.0,89.38,dr. reddy's laboratories ltd,,,"Choline Salicylate 8.7% w/w, Lidocaine 2% w/w"
source_7-90442,Dologen Plus 325mg/20mg Tablet,source_7,True,125.0,121.0,zerico lifesciences pvt ltd,10.0 tablets in 1 strip,,Paracetamol (325mg) + Piroxicam (20mg)
source_6-75830,Dologen Strip Of 10 Tablets,source_6,True,64.0,64.0,zerico lifesciences pvt ltd,10 Tablet(s) in Strip,STRIP,Tramadol(37.5 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_7-90443,Dologen Tablet,source_7,True,,,zerico lifesciences pvt ltd,,,Tramadol (37.5mg) + Paracetamol (325mg)
source_1-65152,DOLOGEN TABLET 10'S,source_1,True,78.5,69.08,zerico lifesciences pvt ltd,10,Strip | Tablet,ACETAMINOPHEN + TRAMADOL
source_7-90444,Dologen XT 50mg/50mg Tablet,source_7,True,200.0,194.0,zerico lifesciences pvt ltd,10.0 tablets in 1 strip,,Eperisone (50mg) + Diclofenac (50mg)
source_6-75831,Dologen Xt Strip Of 10 Tablets,source_6,True,200.0,200.0,zerico lifesciences pvt ltd,10 Tablet(s) in Strip,STRIP,Diclofenac Sodium + Eperisone
source_6-75832,Dologesic Gold Tablets,source_6,True,20.0,17.6,micro labs,10 Tablet(s) in Strip,STRIP,Diclofenac Sodium + Paracetamol
source_6-75833,Dologesic Sp Strip Of 10 Tablets,source_6,True,90.55,76.97,micro labs,10 Tablet(s) in Strip,STRIP,Diclofenac(50.0 Mg) + Serratiopeptidase(10.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_2-39657,Dologesic SP Tablet,source_2,True,16.25,13.32,micro labs ltd,,,"Diclofenac NA,Paracetamol/Acetaminophen NA,Serrati"
source_6-75834,Dologesic Strip Of 10 Tablets,source_6,True,39.5,39.5,micro labs,10 Tablet(s) in Strip,STRIP,Diclofenac(50.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_7-90445,Dologin 500mg Tablet,source_7,True,395.58,384.0,opal labs pvt ltd,10.0 tablets in 1 strip,,Mefenamic Acid (500mg)
source_7-90446,Dologlan 1000mg Infusion,source_7,True,313.0,272.7,gland pharma ltd,100.0 ml in 1 bottle,,Paracetamol (1000mg)
source_6-75835,Dologlan Bottle Of 100ml Infusion,source_6,True,340.0,299.2,gland pharma ltd,100ml Infusion in Bottle,BOTTLE,Paracetamol / Acetaminophen(1.0 G)
source_7-90447,Dolohit 50mg Injection,source_7,True,,,volus pharma pvt ltd,,,Tramadol (50mg)
source_7-90448,Dolohit P 37.5mg/325mg Tablet,source_7,True,,,volus pharma pvt ltd,,,Tramadol (37.5mg) + Paracetamol (325mg)
source_6-75836,Doloid Strip Of 10 Tablets,source_6,True,20.0,17.6,novartis india ltd,10 Tablet(s) in Strip,STRIP,
source_6-75837,Doloid Suspension 60ml,source_6,True,,,novartis india ltd,60ml Suspension in Bottle,BOTTLE,Paracetamol + Propoxyphene
source_1-65154,Doloja AQ 75mg Injection,source_1,True,22.99,20.2312,ajapa pharma pvt ltd,1,Vial | Injection,DICLOFENAC-75MG
source_7-90450,Dolojoy Tablet,source_7,True,,,winmark pharmaceuticals pvt ltd,,,Paracetamol (650mg) + Codeine (30mg)
source_1-65155,Dolojoy Tablet 10's,source_1,True,155.0,136.4,winmark healthcare pvt ltd,10,Strip | Tablet,CODEINE-30MG + PARACETAMOL-650MG
source_2-39659,Dolojust 50mg/325mg Tablet,source_2,True,19.48,15.97,mankind pharma ltd,,,"Diclofenac 50mg,Paracetamol/Acetaminophen 325mg"
source_6-75838,Dolojust Strip Of 10 Tablets,source_6,True,23.52,23.52,mankind pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Diclofenac(50.0 Mg) + Paracetamol / Acetaminophen(325.0 Mg)
source_1-65156,Dolojust Tablet 10's,source_1,True,25.5,22.4,mankind pharma pvt ltd,10,Strip | Tablet,DICLOFENAC-50MG + PARACETAMOL-500MG
source_7-90452,Dolokam 20mg Tablet DT,source_7,True,36.5,35.4,cadila pharmaceuticals ltd,10.0 tablet dt in 1 strip,,Piroxicam (20mg)
source_6-75839,Dolokam Dt 20mg Tablets,source_6,True,31.0,27.28,zydus healthcare ltd,10 Tablet(s) in Strip,STRIP,Piroxicam(20.0 Mg)
